genex	geney	r
CG14868	CG17404	0.8713608449172834
CG14868	CG1494	0.8697941279596568
CG1486	Pten	0.936480673296217
CG1486	CG34404	0.9225420598952256
CG1486	Cyp9f2	0.9092248006404061
CG14877	CG17819	0.8952586522533206
CG13982	CG14877	0.8943449306196429
CG14877	Ppa	0.887964804000136
CG14879	CG32533	0.8223500770271859
CG14879	inaC	0.8184309790485518
Ca-alpha1T	CG14879	0.7986124621911224
CG14882	CG42552	0.9289289058067032
CG14892	Hrs	0.7254393050729708
CG14892	CG6227	0.7220286078642353
CG14892	VhaM9.7-b	0.7169605980497413
CG14893	CG2915	0.8976635103718624
CG14894	CG7394	0.9370297423687924
CG14894	Nup54	0.9054983090709317
CG14894	eIF2Bdelta	0.9039953955280633
CG14903	CG3735	0.8466987546864987
CG14903	CG7509	0.7752638334562522
CG14903	CG3860	0.7696770716558146
CG14915	whd	0.9008268390801706
CG14915	Muc12Ea	0.8813892857966563
CG14915	lncRNA:CR42794	0.8503322505313877
CG14921	MED18	0.9204110035467696
CG13003	CG14921	0.9150023927307375
CG14921	ECSIT	0.9051601121163757
CG14929	Shal	0.9027622546807017
CG14929	Pka-C1	0.8927519866838775
CG1492	CG7140	0.8735761198431607
CG1492	CG7408	0.8654228646052646
CG1492	CG17189	0.8422447155982832
CG14931	CG7101	0.8820304662413612
CG1218	CG14931	0.8524861250010147
CG14931	CG16812	0.849701757546984
CG14945	CG31326	0.9495603511483245
CG14085	CG14945	0.9335524180320942
CG14947	twit	0.8764516675919064
CG14947	CG30373	0.8470572529882668
CG14947	RpLP0	0.8046586474393962
CG14949	CNPYb	0.8982985146238638
CG14949	CG8292	0.8710151369006448
CG13617	CG14949	0.8660538027876303
CG1494	koko	0.8817665385583532
CG1494	Vti1b	0.8817665385583532
CG14961	Pyroxd1	0.893385099981381
CG14961	GstE13	0.88618163886598
CG13001	CG14964	0.9058954451904861
CG14964	CG34269	0.8742149097209027
CG14964	Dbp21E2	0.8666262070015754
CG14969	CG7924	0.9298081524815581
CG14969	CG9083	0.9203684594490739
CG14969	Tmc	0.9148198731074271
CG14971	Sans	0.8045597877812107
CG14971	CG17786	0.7927320017251875
CG14971	Duox	0.7352850413582934
CG14977	RagC-D	0.8957290228289723
CG14977	CG30349	0.8704928970451098
CG14977	CG8635	0.856305124627923
CG14985	RpL26	0.8021596657888359
CG14985	RpL31	0.7561985297623303
CG14985	Inx2	0.7445903991493293
CG15005	CG7791	0.9245303758911271
CG15005	CG34265	0.9209506100943671
CG15005	CG1889	0.9203705257669508
CG15012	CG6553	0.8995568993278893
CG15012	Zip99C	0.8850925498936523
CG15012	SCCRO4	0.8766252356400798
CG1503	PIG-X	0.9395178100546451
CG1503	mRpS5	0.9276223102062947
CG15042	Myo81F	0.932640427975185
CG15042	Ttc26	0.8898746195962625
CG15042	CG15879	0.8610320100245267
CG15046	CG8950	0.7755360098431886
CG15046	kri	0.7735323389191364
CG1504	CG2199	0.9477310622157761
CG1504	CG6123	0.9328113777776419
CG1504	gnu	0.927893480118946
CG15059	Vha100-2	0.8376854812564304
CG15059	mt:tRNA:Asn-GTT	0.8098843778483859
CG12402	CG15059	0.8072687807036697
CG15080	Cpr66Cb	0.8392791958796101
CG15080	CG9649	0.8249081111320429
CG15080	trh	0.811809017150787
CG15083	PDZ-GEF	0.8178939985955939
CG15083	Svil	0.8040189148826763
CG15083	P5CDh2	0.7792807960100456
CG15093	pxb	0.9238052813476537
CG15093	CG5613	0.8904170172118776
CG15093	CG2930	0.8849693630904206
CG15096	IM23	0.9221181704170588
CG1503	CG15096	0.8635200240893212
CG15096	CG2199	0.8625976215129385
CG15097	CG4563	0.9096072128811207
CG15097	Gr10b	0.8777964898844925
CG15097	GstD11	0.8771389699110758
CG15098	Lapsyn	0.9242797721787357
CG15098	CG33288	0.8595720597965715
CG15098	CG2911	0.8528972710828222
CG15099	Ptp69D	0.8407594106882367
bol	CG15099	0.8309913034704498
CG15099	TpnC73F	0.8209477762139029
CG15109	CG16741	0.8305947149279731
CG15109	CG15564	0.7835722175885853
CG15109	vas	0.7776553740285714
CG15117	CG18301	0.7521933948848437
CG15117	Ir52c	0.7460159792486248
CG15117	CG33767	0.7362599560819121
CG15124	et	0.859964982419256
CG15124	Or85a	0.8599485275078838
CG15124	CG8671	0.8469785267425407
CG15127	stops	0.9492273131712246
CG15127	Z600	0.9343061474840899
CG15127	mthl3	0.9329286207345789
CG15130	ppk3	0.9658359216509317
CG15130	CG9030	0.9566832851390974
CG15136	Kap3	0.886513050125559
CG15136	CG31275	0.8655134772133228
CG15139	grim	0.9209429425426016
CG15139	CG43392	0.8956207796374168
CG15139	Rala	0.8950770194432371
CG15140	TwdlV	0.9385260052131306
CG15140	CG8541	0.9127936535954029
CG15141	Mkp	0.8344642102125785
CG15141	Mks1	0.7820689783195486
CG15141	CG8229	0.7497229994227287
CG15142	CG4949	0.8178647726390768
CG15142	CG8668	0.7526142243960235
CG15142	Jon99Ciii	0.7331259065367156
CG15145	LManI	0.9135825936140605
CG15145	Rpn13R	0.8913330470646574
CG15145	Nek2	0.8754080305950607
CG15152	CG2224	0.854557133808382
CG15152	mRpL52	0.8349778850598794
CG15152	mtTFB2	0.805202037706651
CG15160	DNApol-alpha50	0.835698777443615
CG15160	DNApol-alpha60	0.8256441319192886
CG15160	rl	0.8126468320846435
alpha-Est4	CG15167	0.8469604659487272
CG15167	CG3734	0.8450253822166186
CG15167	CG30391	0.8432118847788145
CG15169	Rh4	0.8508938025125115
CG15169	dpr3	0.8307440957043436
CG15170	CG8303	0.7803478216675198
CG15170	Gasp	0.7783853522635066
CG15184	Diedel3	0.9092244185281101
CG15184	CG32006	0.8766466482140958
CG15184	Dhfr	0.8704087204344418
CG15185	sun	0.920500535820395
CG15185	Rrp4	0.8852369808122025
CG15185	ND-ASHI	0.8671600447129061
CG15186	CG3842	0.8553690896845526
CG13747	CG15186	0.8530850274433215
CG15186	nos	0.8392649735049987
CG15199	Prx6005	0.8907757388279416
CG15199	Cyp6a19	0.8186321446353386
CG15199	CG7544	0.8138711269770901
CG15201	lncRNA:CR40172	0.8296563651752944
CG15201	CG5863	0.8256785315967025
CG15201	CG33702	0.8125530639073397
CG15202	Pof	0.9316020884498107
CG15202	CG5726	0.9156578509491375
CG15202	Hsp23	0.9072306200741427
CG15203	sens	0.9130062808689486
CG15203	CG8006	0.8918967933007295
CG15212	Spn42De	0.7603644833693117
CG15212	TTLL6A	0.7173922031706077
CG15212	eEFSec	0.7143925436731287
CG15219	CG43125	0.9160514516555768
CG15219	melt	0.9038120535343229
CG15219	CG44098	0.9015303683261197
CG15234	CG8199	0.9643274783294364
CG15234	CG42676	0.9248472706619199
CG15234	nub	0.9025737412349658
CG15239	CG6296	0.9509494680871315
CG15239	Tina-1	0.9367942188288786
CG1523	VhaPPA1-1	0.8335135114601239
CG1523	Ugt37A3	0.8294890032554417
CG1523	e(y)2	0.8284632297056883
CG15249	Sce	0.8848863153935931
Akap200	CG15249	0.8074391559290652
CG15253	org-1	0.8538510059128632
CG15253	Pp1alpha-96A	0.8408944825632116
CG15253	CG31093	0.8406167903754306
CG15130	CG15255	0.9484168688161158
CG15255	CG34448	0.9435128310548292
CG15258	Cpr65Ay	0.7485772266706228
CAH5	CG15258	0.7022557415312314
CG15258	Gpo3	0.6945782053254466
CG15262	Osi19	0.9115572394867734
CG13500	CG15262	0.8767707716638152
CG15262	Toll-4	0.8746466872231166
CG15270	CG6688	0.9195519003829195
CG15270	Osi10	0.8665299764276234
CG15296	CG32335	0.9081829146428598
bap	CG15296	0.8890971690091938
CG15296	CG34289	0.8877028817897066
CG1529	Pih1D1	0.919496085980756
CG1529	CG16986	0.8683518454056058
Acbp1	CG15309	0.7422250892920755
CG15309	Nct	0.7376174666255929
CG15309	MED20	0.6899858721501216
CG15312	mRpS5	0.8762434892238061
CG15312	TM9SF2	0.873664604606567
CG15312	CG5080	0.8722974526893338
CG15317	CG17974	0.9407569168322287
CG15317	Hsp23	0.9401338941627596
CG15317	Pof	0.9323667520238905
CG1532	PH4alphaNE2	0.8728056546082584
CG1532	crc	0.851841279107443
CG15332	CG30010	0.9265298892899129
CG15332	Pph13	0.9063102817410162
CG15333	Trf2	0.8848032236159801
CG15333	CG4880	0.8365329066255587
CG15333	CG8306	0.8309019765014155
CG15336	DIP-delta	0.8654694411207643
CG15336	CG16799	0.8276109230923606
CG10154	CG15336	0.7938198004600572
CG15343	Nup93-1	0.8279193065129427
CG15343	He	0.810911598133626
CG15343	ogre	0.7926320766912024
CG15347	Map60	0.8542541803782063
CG15347	l(2)k05911	0.8533197299649048
CG15347	Smn	0.8492728589517717
CG15357	PpN58A	0.8850525219387394
CG15357	CG18081	0.8803834046446387
CG15358	grim	0.861896024168303
CG15139	CG15358	0.8421804492601637
CG15358	hh	0.8408250693799902
CG15369	CG43091	0.9313989184807899
CG15369	CG3961	0.9036063606016784
CG15369	CG31821	0.8923533036031258
CG15398	dpr9	0.9107678908686345
CG12481	CG15398	0.8872789600014676
CG15403	CG4041	0.7962320598767911
CG15403	CG43330	0.7961839003624598
CG15414	CG7856	0.9315300349590437
CG15414	Naam	0.9032905015023048
CG15422	CG31643	0.8819981887504031
CG15422	Prosap	0.8723565702774357
CG15422	CG3492	0.8698605959114979
CG1542	Non1	0.9662987081760349
CG1542	Ns1	0.964181952230905
CG1542	Ip259	0.963561783229056
Cand1	CG15435	0.8224670873385082
CG15435	Rsf1	0.7994864069228321
CG15435	CG42450	0.7776456507844621
CG15439	CG17931	0.7998816555641397
CG15439	PIG-H	0.790855851721331
CG15439	glob1	0.7782408269520132
CG11444	CG15440	0.9015151473110488
CG15440	fng	0.8909259196506771
CG15440	Sec3	0.8470438709929966
CG15443	tRNA:Thr-TGT-2-3	0.9417182999233369
CG15443	cnir	0.9414315162529345
CG15446	qkr58E-3	0.8194632845935137
CG15446	CG30022	0.8009292264337204
CG15446	dpr5	0.7865960519696714
CG13733	CG1544	0.8744841428998184
CG1544	CG9926	0.8494527407424701
CG1544	Sp7	0.8445454182160053
Alh	CG15459	0.9184270898875774
CG15459	Eglp3	0.9005825069236766
CG15459	CG4281	0.8920584751139915
CG15461	CG32087	0.8581500417334161
CG1494	CG15461	0.8321803173203692
CG15461	CG1674	0.8303108525936056
CG15472	Tet	0.9298434328243431
CG15472	fra	0.92028913233147
Cad87A	CG15472	0.9164233225109449
CG15473	CG32651	0.7671069079525337
CG15473	CG1637	0.7613738135838116
CG15473	CG6749	0.7478865503511075
CG15475	Lkr	0.8878472626269684
CG15475	CG5021	0.860792345631557
CG15475	DIP-eta	0.8561980970640024
CG15480	Ugt37A2	0.9763341380000201
CG15480	Sep5	0.8720100263833791
CG13670	CG15480	0.8685833017836222
CG11350	CG15482	0.9366008728494518
betaNACtes2	CG15482	0.907688306294973
CG15482	HPS4	0.9035849630875937
CG15483	Csk	0.8728952908747564
CG15483	Klp68D	0.8612838158342074
CG15483	CG1637	0.8599040122410014
CG15484	CG32241	0.8903408857695602
CG15484	CG18302	0.8830314128160176
CG15484	Cpr65Av	0.8642729409574094
CG15506	Gk2	0.9427983103533238
CG15506	CG6465	0.9236832522509197
CG15506	CG34222	0.8865061845930726
CG15514	CG5274	0.8886588097920394
CG15514	CHES-1-like	0.8823678311826928
CG15514	CG17660	0.8783231741425543
CG15515	CG42780	0.842743998219643
CG15515	TTLL1B	0.8006317541413039
CG15515	Gint3	0.7730845051615703
CG15357	CG15517	0.8751908817579918
brv1	CG15517	0.8668419007939246
CG15517	ND-MLRQ	0.8655244144693198
CG14667	CG15525	0.9234696298203364
CG15525	Tsp	0.9118595515430873
CG15528	sPLA2	0.9476592002374309
CG15528	Ilp1	0.9400239022102079
CG15528	gdl	0.936385754679886
CG15530	CG32625	0.7871683659393997
CG15530	Tim17b2	0.75682986900042
CG15533	grau	0.8007584457635116
CG15533	CG16762	0.7984923175723497
CG15534	Prosbeta4R1	0.8928677254747446
CG15534	Thor	0.8474703845002299
Art6	CG15534	0.8248305789881586
CG15535	CG42488	0.8507929289669858
CG15535	CG7971	0.8495884705015132
CG15535	CG17168	0.8156614212442959
CG15536	Fur2	0.7759494463202663
CG15536	Ppi1	0.7619888437564769
CG10674	CG15536	0.7606674577088891
CG15544	scyl	0.8995722336574918
Ack-like	CG15544	0.849493137737824
CG15544	CG6488	0.8489040104521457
CG15546	CG4238	0.9320122686800105
CG15546	vis	0.9305119776052961
CG15546	CG34448	0.9291352074808185
CG15547	CG32087	0.8710375991039485
CG15547	CG32588	0.86219931973225294
CG14868	CG15547	0.8552827287335258
CG15549	CG17260	0.9198063963083511
CG15549	Wnt4	0.9143363670260225
CG15549	HPS1	0.903930089983801
CG15550	cora	0.901700712593206
CG15550	Sec22	0.8880055084612801
CG12115	CG15553	0.8316555924151212
CG15553	dac	0.8146054063130754
CG15553	twz	0.8138730102241178
CG15554	Naam	0.9221197406925121
CG14563	CG15554	0.9145742559786718
CG14252	CG15554	0.9141140881055688
CG13280	CG15556	0.8605780648793683
CG1288	CG15556	0.8443560821688089
CG15556	dpr5	0.8353579411195258
CG15564	vas	0.8960314746604473
CG15564	sicily	0.8382522725703677
CG15572	Rrp6	0.8726251899497163
CG15572	His2B:CG33892	0.8709197150341683
CG15572	His2A:CG33829	0.8547162168578701
CG15580	PIG-A	0.9645400184845551
CG15580	CG33771	0.9475542289745359
CG15580	Vta1	0.940560123398772
CG15602	Trs31	0.8390838876343021
CG15602	CG34457	0.7910691225776576
CG12913	CG15602	0.789814370499754
CG15605	Pph13	0.928574137077198
CG15605	CG34459	0.9014484675160923
CG10581	CG15605	0.9013550905818076
CG15615	CG33643	0.8754320823295205
CG15615	Hil	0.8740091211916262
CG15615	CG34045	0.8709595680273877
CG1561	CG17260	0.9547933252373875
CG1561	HPS1	0.9341849908823647
CG1561	Snmp2	0.928832363430406
CG15629	RtcB	0.8467666765860881
CG15629	CG32221	0.8208058608301955
CG15629	CG32192	0.7742390814652718
CG15638	Ptp4E	0.8940984712789077
AsnRS-m	CG15638	0.8762456405372814
CG11089	CG15638	0.8757433560342749
CG15649	plx	0.8253549470772891
CG10859	CG15649	0.8090266221796057
CG15649	Mgat2	0.8062093757034895
CG15651	ssx	0.9055721953007727
CG15651	Pyroxd1	0.8624744852509484
CG15651	CG7386	0.8613381909076631
CG15653	sgll	0.9082103409982405
CG15653	IKKepsilon	0.8991795079428183
CG15653	CG17855	0.8793759355248052
betaTry	CG15676	0.8183795795694415
CG15676	CR43669	0.8124229514089278
CG15676	CR43670	0.8124229514089278
CG15701	GstE8	0.9043712939068518
CG15701	Fatp3	0.8952758265817097
CG15701	Fkbp59	0.8884263844882796
CG15705	CG9192	0.8813119754461759
CG15705	CG16749	0.8490880860288601
CG15715	Mtap	0.8301110324636618
CG15715	CG6700	0.7968382709899657
CG15715	EMC1	0.7943736544208646
CG1571	Rbp4	0.8224427860325559
CG1571	CG33626	0.8198681903175616
CG1571	wkd	0.8114390242157159
CG15721	Trpgamma	0.8665147286892416
CG12643	CG15721	0.729392370852866
CG15721	POSH	0.7103907587486897
CG1572	CG43658	0.8892018251626272
CG1572	CG6398	0.7887987072186373
CG1572	CG8668	0.7618284128801737
CG15731	CG42486	0.9177050552239591
CG15731	TwdlV	0.8815920770688905
CG15731	CG2921	0.8752432579177943
CG15741	lic	0.9056266398825028
CG15741	Ect4	0.8913226877919224
CG15744	mats	0.9211993844931136
CG15744	Sox21b	0.9194269782996015
CG15744	CG8399	0.9123295036844601
CG15764	Pcmt	0.8873516778227182
CG15764	Pgant6	0.8818579754151324
CG15764	CG30285	0.8799857324534887
CG15765	CG17162	0.7977850630903998
CG15765	snoRNA:Psi28S-3316a	0.7797801046858972
CG15765	CG42700	0.7730271523147401
CG15767	RYa	0.9060712617151787
CG15767	CG6462	0.8279604402779195
CG15767	CG34453	0.8156211376664383
CG15771	Nplp4	0.9624448276125475
CG15771	CG9593	0.9442733364301245
CG15771	pxb	0.9225385261241931
CG15772	opm	0.8081427679751771
CG15772	CG2260	0.7999005009232355
CG15772	Pkn	0.7960166629939397
CG15812	DAT	0.8265294117193832
CG15812	CG31689	0.8142575818606537
CG15812	CG1603	0.807759540715224
CG15814	LRR	0.8635414467439512
CG15814	Hph	0.8611677761595375
CG11029	CG15814	0.8609665897801972
CG15818	CG16956	0.6580457642770581
CG15818	Psf3	0.6556400635626848
CG15818	GatB	0.6466303023395304
CG15822	CG7791	0.9087945719645174
CG15822	CG9030	0.9072960603801248
CG15822	yellow-e3	0.8994946190191708
CG15824	Ugt307A1	0.8212976578831949
CG15824	CG42583	0.8144429689740184
CG15824	CG6617	0.8094585010904507
CG1582	sing	0.8766389854685129
CG13168	CG1582	0.863615498029599
CG15870	CG7432	0.8901581944724641
CG15870	KFase	0.8851629458523521
CG15870	meru	0.8707776374614231
CG15873	Drl-2	0.8301884634087889
CG15873	Dic1	0.8202015864673662
AstCC	CG15873	0.8184956764399025
CG15876	CG9121	0.7504533022537864
CG15876	Sry-beta	0.7396696888971035
CG15876	Spn43Ab	0.7320099485286861
CG15879	Sec22	0.9221687049349286
CG15879	mib1	0.9167768172235392
CG15879	Ebp	0.8916318681294989
CG15882	CG31088	0.7062724235491706
CG12992	CG15882	0.671458304880668
CG15882	CG43181	0.6597806548867252
CG15894	CG34120	0.848468115269624
CG15894	Osi4	0.8446663842438805
CG14418	CG15894	0.8329498661732245
CG15905	CG9911	0.854692242953259
CG15905	CG5903	0.8135582215416007
CG15908	tRNA:Thr-TGT-2-3	0.8904528217457077
CG15908	Cpr72Eb	0.8839860261543886
CG15908	CG2841	0.8795778862546387
CG15912	woc	0.8248723134290806
CG15912	CG34025	0.783235681480806
CG15912	CrzR	0.7327449183316704
CG11529	CG15914	0.891116932318951
CG15914	CG6184	0.8893008635090512
CG15916	Cluap1	0.8678202147806899
CG13500	CG15916	0.8212806165044224
CG13884	CG15916	0.8174018911811068
CG15919	pim	0.8381130620849455
aqz	CG15919	0.8369921781650718
CG15919	Ptip	0.8324859328699726
CG15927	tpr	0.8936404148057716
CG15927	CG3156	0.8284452249056832
CG15927	Su(var)2-10	0.803182739439434
CG15930	Ror	0.7715362403049062
CG15930	Tim10	0.7659724667337587
CG15930	Stt3B	0.7562902397323813
CG1603	DAT	0.9119605827022388
CG1603	GLaz	0.8930898853085399
CG1603	CG5800	0.8746972667491573
CG1607	HPS4	0.9345103586735647
CG1607	mthl3	0.9342588685684085
CG1622	CG4229	0.9152278799739161
CG1622	rdx	0.899401302405384
CG1628	mats	0.9375737642294688
CG1628	CG3638	0.9344737713953263
CG1628	CG6592	0.9070269361181688
CG1635	Tim9a	0.8600700629280764
CG15443	CG1635	0.8507034472892242
CG1635	su(Hw)	0.8476952356946289
-	CG1637	0.8409770905977579
CG1648	Nepl8	0.8548069866233711
CG1648	mew	0.8474745571662555
CG12640	CG1648	0.8368454542071838
CG16711	CG42690	0.7746206465689105
CG16711	mask	0.7707716785414
CG16721	Gli	0.830620412530803
CG16721	CG1814	0.826095275502074
CG16734	Tom40	0.9337955318364837
CG16734	mge	0.9159320151603847
CG16734	l(3)72Dn	0.9122489322616647
CG15255	CG16739	0.8969451403071449
CG16739	NimB3	0.8902692466694935
CG1673	Spp	0.9185694515629618
CG1673	DIP-theta	0.9126638272167075
CG14684	CG16741	0.8209321978189299
CG1494	CG16749	0.8565598313116811
alpha-Man-Ic	CG16749	0.8360150531866132
CG1674	CG32588	0.8846376805305146
CG1674	CG32087	0.8777595854785748
CG1674	stwl	0.8697368896977888
CG16753	Ggamma30A	0.8699438706001917
CG16753	Cyp6a21	0.8650447017963165
CG16756	janA	0.8672191181311227
CG16756	CG43181	0.8664764178451585
CG16758	CG6553	0.8264045388166159
CG13654	CG16758	0.8173756853905038
CG15012	CG16758	0.812124889432395
CG16762	CG6847	0.8647372755010914
CG16762	CG2841	0.8640244857212069
CG16762	CG30046	0.8486428237321048
CG16772	CG7423	0.9599271150139417
CG16772	CG2901	0.9142291045978341
CG16772	Pburs	0.9089844849140412
CG16779	Socs44A	0.9210393300273437
CG16779	CG31038	0.9083502232745564
CG16779	Gk2	0.8789438322008383
CG16781	Plc21C	0.8288202093662008
CG16781	Teh2	0.8166130423806762
CG16781	Jon99Cii	0.7987801527879241
CG16789	eIF4E7	0.9423968415000903
CG16789	CG31926	0.9264424777383335
CG16789	GILT1	0.9252829205378387
CG16791	Fmo-1	0.9010998222280785
CG16791	CG31465	0.8920655114949572
CG14246	CG16791	0.8806963629841711
CG16798	ND-MLRQ	0.884230223816938
CG11771	CG16798	0.8818519413601351
CG16798	Strumpellin	0.8752719580429764
CG16799	DIP-delta	0.857011563246185
CG10154	CG16799	0.8551455594712721
CG16799	comr	0.843195356285772
CG16800	CG42741	0.9579606671628103
CG16800	TwdlV	0.9381033881988754
Burs	CG16800	0.93524653893685
CG16812	CG6356	0.8991759472374733
CG16812	CG7101	0.837279088903552
CG16820	COX4L	0.7669954190785047
CG16820	wapl	0.7640325065098544
CG14291	CG16820	0.7443776723206055
CG16825	CG34283	0.8623865829639393
CG16825	Eaf6	0.8487405744630867
CG16825	OtopLc	0.8461491065566085
CG16852	lncRNA:CR42549	0.9431641866245107
CG16852	obst-B	0.9344523640597439
CG16852	CG1965	0.9263852309079178
CG16853	REPTOR-BP	0.7596070780747757
CG16890	MetRS-m	0.8724013316711579
CG1218	CG16890	0.8696072771990321
CG14325	CG16890	0.85581760465644
CG16896	CG43795	0.8288757411990259
CG16896	Ih	0.8000686610413238
CG16896	CG34292	0.7830180788544971
CG16903	Drak	0.949778804462471
CG16903	Top2	0.9340852333822547
CG16903	me31B	0.9226042701815425
CG16908	vkg	0.7614033368515762
CG16908	CG42542	0.7527086057078035
CG16908	CG5589	0.7420992508624206
CG16956	CG31960	0.8137126294974195
CG15152	CG16956	0.7579738217690051
CG16956	CG18528	0.7553938867261121
CG16957	CG7137	0.8277825974932002
CG16957	CG17124	0.7953361523831542
CG1092	CG16957	0.7935178043210285
CG16964	CG4293	0.8368407768219598
CG16964	Gp210	0.8287640211185291
CG16964	Mef2	0.7852963869654503
CG16965	CG34043	0.8677186916495186
CG16965	CG5021	0.8453170320507157
CG11504	CG16965	0.8234371565250326
CG16972	CG4297	0.9312265908566588
CG16972	CG31365	0.9073746165682126
CG11399	CG16972	0.9065614131968137
CG16986	CG31406	0.939611719293473
CG16986	CG6938	0.915729979601326
CG16986	Src42A	0.8936958945993437
CG17003	CG43198	0.927334539300112
CG17003	maf-S	0.886367908891023
CG17003	CG17118	0.8351974578048259
cd	CG17005	0.9274250779739656
CG15130	CG17005	0.9149577802849655
c12.1	CG17019	0.841580371189155
CG17019	LSm3	0.8080086629677478
CG17019	Ts	0.8039619692425972
Ack-like	CG17028	0.9257298259577056
CG17028	CG7791	0.9200468350481453
CG17028	CG5493	0.9096923234420004
CG1703	ctp	0.8794630420354461
CG1703	CG4364	0.8786359575893592
CG1703	eas	0.8748084321050239
CG17047	CG4793	0.771845867710511
CG17047	Cyp313a5	0.7599120460281809
CG17047	CHMP2B	0.7578311789842355
CG17065	CG3857	0.9036600364750162
CG17065	Nos	0.8858171575993081
CG17065	STUB1	0.8796139830459719
CG17078	CG31862	0.8771046158544897
CG17078	Mdr49	0.8681500830179018
CG17083	CG8292	0.8434348762250083
CG17083	His4:CG33907	0.8176716442989888
CG17083	PheRS-m	0.8028850773979239
CG17118	salm	0.9117546875673884
CG17118	CG17279	0.8911172594377299
CG17118	CG32694	0.8653071403617466
CG17119	uex	0.839713021252518
CG17119	nito	0.8215178722540886
CG17119	snRNP-U1-70K	0.7955507575519118
CG12538	CG17121	0.909901386220207
CG17121	cutlet	0.9055263772969613
CG17121	Desat2	0.9052823588053097
CG17124	CG33477	0.8827081370244436
beta4GalNAcTB	CG17124	0.8542269164051605
CG17129	jnj	0.7992793960210133
CG17129	robl	0.7859578616395925
CG14455	CG17129	0.7686017867373517
CG17134	Cyp313a4	0.8993586758391955
CG17134	pcs	0.8822105760690404
CG17134	shn	0.8570129851926591
CG17140	STUB1	0.8836248308020148
CG17065	CG17140	0.8713389087994985
CG1129	CG17140	0.855496840122031
CG17154	CG9737	0.8338466251779091
CG17154	Rif1	0.7837960813576367
CG17162	Syx13	0.8685435620569828
CG17162	CG42700	0.8211429755946722
CG17162	Iml1	0.812125860291701
CG17167	CG42814	0.8947594486293475
CG17167	CG31549	0.8906023108289539
CG16739	CG17167	0.88518272814482
CG17168	CR31958	0.8217865237979659
CG17168	CG8461	0.8092003254518971
CG17173	CG3213	0.8486682149216266
CG17173	Spn77Bc	0.8387097329754093
CG17173	CSN5	0.8377962953979176
CG17186	CG7084	0.9055890336465717
CG17187	CR34285	0.8050228655995397
CG17187	Mur29B	0.7570377531281385
CG17187	CG34007	0.7283417818805821
CG17189	CG17687	0.9526447914419831
CG17189	CG43331	0.935732014363266
CG17197	CG5611	0.8742595389374361
CG10014	CG17197	0.8485634219264137
CG17197	CG32187	0.7976230958413942
CG17207	CG3368	0.9122662511554109
CG17207	CG5599	0.8841977627683262
CG17207	CG33467	0.8826812528808086
CG17221	CG3009	0.8863216225303927
CG17221	CG30088	0.8803770656624592
CG17221	SmydA-2	0.8740502848807611
CG1722	pont	0.8928316704681597
CG1722	CSN5	0.8837242667196229
CG1722	mRpL42	0.8805081494887982
CG17233	Upf1	0.869174880271738
CG17233	Mcm7	0.8253696088911109
CG17233	OstDelta	0.8220001849686576
CG17249	CG33647	0.8357867122008934
CG17249	CG5418	0.8227793078080106
CG17260	CG43331	0.9324663545082756
CG17265	CG6484	0.961902621885954
CG17265	CG7548	0.9528146718457432
CG17266	CG5861	0.8079357519741659
CG17266	g	0.7855007692970468
CG17266	Uch	0.780246601119038
CG17271	side-IV	0.9169513420739952
CG17271	CG5388	0.914224201998087
CG17271	Or83c	0.9116068324739393
CG17272	CG7579	0.884582259737283
CG12116	CG17272	0.8806004476868666
CG17272	CG33723	0.8694279647226802
CG17278	CG2931	0.9293579559627316
CG17278	lms	0.9192903170889617
CG17278	CG42673	0.8892581389509682
CG17279	salm	0.8934858933986305
CG17279	jp	0.8784869239412039
CG17283	plum	0.928908188398614
CG17283	Jon99Fi	0.9247877260904162
CG12310	CG17290	0.7883218521790865
CG1673	CG17290	0.7873955872655378
CG17290	fl(2)d	0.7842180282742022
CG17294	CG2202	0.9302420405794576
CG17294	lncRNA:CR43404	0.9220374813318334
CG17294	Gip	0.9095596069229274
CG17300	Cpr65Ec	0.8930281701557562
CG17300	RpL29	0.8873607677367036
CG17325	Gp210	0.8897957190002199
CG17343	xmas	0.7956920706644294
CG17343	CG31226	0.7699774826506603
CG17343	mute	0.7686307099496266
CG17350	ItgaPS5	0.8208128212561565
CG17350	CG9757	0.812810646599599
CG17350	Yif1	0.805784313420461
CG17359	Gr39b	0.8726060086793542
CG17359	mlt	0.8694799277740098
CG17359	Tbce	0.8656854585086196
CG17361	Eip78C	0.9000971981598752
CG17361	Kdm4A	0.8903240349793307
CG17361	CG8952	0.8880055496079406
CG17362	Sox100B	0.9393343617051968
CG17362	CG4151	0.905046895203911
CG17375	CG31111	0.8703197440640785
CG17375	Nep6	0.852032942505644
CG17375	CG4294	0.8395324623495048
CG17376	CG8974	0.7004775289850235
CG17376	Eip55E	0.6635423172869278
CG17376	Paip2	0.6556546185863821
CG17378	hig	0.8786255202105714
CG17378	CG17666	0.8290933716973629
CG1737	thoc5	0.7883186830433886
CG1737	Rad51D	0.7843298850669914
CG1737	VhaM9.7-a	0.7708367808861109
CG17387	Rift	0.8200389026097465
CG17387	CG18744	0.8104500465272866
CG17387	Nf-YC	0.7768387151314631
CG1738	CG3515	0.8710539019329958
CG1738	mRpL17	0.8390065737509842
CG1738	Inos	0.8388525600734945
CG17404	"NA"	0.8701689555471247
