genex	geney	idx	idy	r
Cdc42	vimar	09_G6	18_L1	0.5995303724020125
Cdc42	rush	09_G6	18_G9	0.5785204543873051
CDC45L	Myb	18_I11	19_H9	0.422506653847108
CDC45L	CG7408	18_I11	18_F20	0.3848209995963137
CDC45L	geminin	18_I11	11_G22	0.3844494928998053
Cdc5	Tango4	13_N2	07_O5	0.8284293411565558
Cdc5	SmE	13_N2	06_H3	0.7243780428174091
Cdc5	fand	13_N2	18_C17	0.6816523119276481
bru3	Cdc6	09_A4	09_B12	0.4009781005831705
Cdc6	pim	09_B12	09_F8	0.3818915788973875
Cdep	Fpps	01_E22	03_G8	0.38289779845770056
Cdep	CSN5	01_E22	13_L1	0.3775262201476544
Alp11	Cdep	01_A19	01_E22	0.37411131237761036
Cdk12	CycK	09_P19	18_C16	0.6107325806091151
Cdk12	Vha36-1	09_P19	08_L3	0.5008002859088789
Cdk12	gw	09_P19	09_F2	0.49591021874416197
Cdk1	crn	19_J22	19_I11	0.5253734701028284
Cdk1	RhoGAPp190	19_J22	16_H2	0.4681942500309018
Cdk1	Smg6	19_J22	07_F2	0.43968039597928804
CDK2AP1	Non1	13_O14	05_O11	0.4417122519897524
CDK2AP1	eEF1alpha1	13_O14	06_A17	0.3958912703333907
Cdk2	thr	13_P8	03_P18	0.7613862543916806
Cdk2	dup	13_P8	17_E20	0.7472348521711624
Cdk2	His2A:CG33850	13_P8	05_D6	0.7287110291428368
Cdk4	Gnf1	07_B18	13_L20	0.4778355384024297
Cdk4	Hsc70Cb	07_B18	06_D20	0.471553694488401
Cdk4	CG14929	07_B18	19_A20	0.44487764096958626
Cdk5alpha	CG11050	14_B18	06_D17	0.40272387820214994
Cdk5alpha	Tsr1	14_B18	01_G17	0.35852387754904363
Cdk5alpha	CG42792	14_B18	05_F17	0.34361079830574576
Cdk5	CG42487	19_P10	19_P11	0.49991006401514776
Cdk5	CG13449	19_P10	19_P7	0.3979912845607357
Cdk5	vig	19_P10	11_F9	0.37351229647688955
Cdk9	CycT	09_D2	09_M10	0.7322801776888834
Cdk9	CG4552	09_D2	06_O7	0.48865476698182575
Cdk9	rno	09_D2	06_L24	0.48601904086671105
cdm	CG34207	18_D14	17_A21	0.4254741756143406
cdm	CG30196	18_D14	07_B13	0.4168403039597755
cdm	MFS18	18_D14	05_F2	0.40017864935945674
cd	Klp68D	06_K9	18_F6	0.4288284976827905
cd	CG17350	06_K9	18_O20	0.42652692104561973
cd	CG44153	06_K9	02_J4	0.40654644343915153
Cds	spok	09_L24	01_D11	0.3894930377232788
Cds	mv	09_L24	06_J4	0.38452903295542107
Cds	twin	09_L24	07_H4	0.38154153839310817
Cec-Psi1	RpS27	05_C6	12_F6	0.4407400345872279
Cec-Psi1	eIF3c	05_C6	08_E2	0.41745080275803176
Cec-Psi1	RpS29	05_C6	14_H11	0.4011113171163232
Cec2	CG18744	18_P2	18_P8	0.44122888039674757
Cec2	CG14000	18_P2	19_A19	0.42374158969096215
Cec2	CG11113	18_P2	07_K10	0.4113449757522154
CecA1	CG16986	06_I14	06_F3	0.38075921174833255
CecA1	Hmgs	06_I14	17_H11	0.3597213640972517
CecA1	kek3	06_I14	14_P2	0.334153272994777
Ced-12	Rac1	18_A21	03_L19	0.6528378662706767
Ced-12	CG5287	18_A21	05_L8	0.6392469688107025
Ced-12	Src42A	18_A21	09_O8	0.620506890717644
ced-6	CG13857	10_M14	05_B9	0.3790332559487585
ced-6	EMC1	10_M14	13_K20	0.3574527671677521
ced-6	Rme-8	10_M14	09_G2	0.351903516426037
CenB1A	Rab35	13_D7	11_H6	0.683517694134068
CenB1A	PIP4K	13_D7	06_D14	0.5873775971410996
CenB1A	Ocrl	13_D7	14_G9	0.5745965161332439
cep290	rib	05_O19	04_P17	0.42373838909870987
cep290	CG8229	05_O19	14_K11	0.3644154673787001
cep290	eIF4B	05_O19	06_G10	0.3623744455822671
Cep89	MED24	05_O2	13_H11	0.4875176665951809
Cep89	CG30380	05_O2	19_K10	0.472652583917687
Cep89	Rab3-GAP	05_O2	05_O7	0.4414746056441439
Cep97	tRNA:Arg-TCG-3-3	13_H23	13_G23	0.3701419873727424
Cep97	CG14297	13_H23	02_N15	0.355722550857159
Cep97	tbrd-2	13_H23	03_A14	0.3353804018408194
cert	egh	04_D15	02_H19	0.5813400936130542
cert	fwd	04_D15	11_M24	0.5684512113756902
cert	Ptp69D	04_D15	06_D7	0.5589402006326745
cerv	Pits	05_D16	14_P18	0.39572640671990983
cerv	Ugt35E1	05_D16	11_D8	0.36105790350779027
cerv	CG13408	05_D16	02_O20	0.3591500543280967
CG10000	CG33333	15_D22	15_B2	0.41473094452467196
CG10000	CG13559	15_D22	07_F7	0.41294964094759423
CG10000	Pi3K59F	15_D22	18_P7	0.41132656334993045
CG10011	CG12289	13_I18	03_K8	0.3991332360597952
CG10011	CG17404	13_I18	17_L10	0.3843310131513557
CG10011	Cln3	13_I18	16_K18	0.3749641267518993
CG10014	CG3517	12_E18	14_K17	0.38892699940462894
CG10014	CG3061	12_E18	15_A4	0.3745686888047688
CG10014	CG42392	12_E18	08_J18	0.37058719108951516
CG10031	eIF3i	15_C14	13_K17	0.4090992273563049
CG10031	CG33771	15_C14	18_I4	0.3897678985880492
CG10031	Him	15_C14	03_P16	0.34917085572327994
CG10035	eIF3f2	02_F16	02_J17	0.4266683164986478
CG10035	veil	02_F16	15_M1	0.4264383813266609
CG10038	CG13324	16_M10	12_E20	0.4843077690986445
CG10038	lectin-24Db	16_M10	03_C22	0.4392911301347791
CG10038	Cpr65Az	16_M10	04_G22	0.4263322437288886
CG10055	Rab14	16_M9	14_N12	0.5415155866986627
CG10055	Spn	16_M9	08_N14	0.42080411216616354
CG10055	spok	16_M9	01_D11	0.407724268003814
CG10062	ITP	09_G9	02_O2	0.38476259742400404
CG10062	Nsun2	09_G9	07_C5	0.36784661533880486
CG10062	Reph	09_G9	08_F6	0.3613886820536689
C3G	CG10077	06_B11	08_B20	0.34627563319875126
CG10077	CG8134	08_B20	10_E13	0.3403072717561717
CG10077	CG5390	08_B20	06_C23	0.3372049822443746
CG10089	CG5969	16_E3	16_C1	0.4308850772514265
CG10089	Twdlbeta	16_E3	05_B23	0.4295207688818857
CG10089	CG15169	16_E3	16_D23	0.4150200103901381
CG10116	DptB	09_J5	08_G14	0.34088167027028765
CG10116	ecd	09_J5	09_I12	0.33905426474240363
CG10116	pav	09_J5	18_O1	0.3317599125829069
CG10132	Sema1b	01_H11	11_N11	0.5685080025597297
CG10132	CG6023	01_H11	04_E15	0.5228061337311012
CG10132	CG16986	01_H11	06_F3	0.4901946959979455
CG10137	uex	05_A1	16_P22	0.40755914477684396
CG10137	CG10887	05_A1	17_B2	0.4066851046997042
BtbVII	CG10137	02_P6	05_A1	0.40262380135522124
CG10139	RpS5a	04_C14	04_P2	0.3926652529479537
CG10139	CG42637	04_C14	07_P24	0.390351511384185
CG10139	Tret1-1	04_C14	04_J2	0.3595689177209469
CG10147	CG9259	17_E2	10_A16	0.3391587927528921
CG10147	CG14543	17_E2	10_B13	0.3301972754018469
Appl	CG10147	17_L9	17_E2	0.32550420942002867
CG10151	Tret1-1	04_I1	04_J2	0.780035763535904
CG10151	CG32075	04_I1	04_J1	0.6270441602082231
C1GalTA	CG10151	02_A24	04_I1	0.6188334784250277
CG10154	sing	15_E10	08_G24	0.39101004602062467
CG10154	CG3735	15_E10	08_D6	0.3713836352885958
CG10154	Rpn12	15_E10	08_D18	0.3643919355757625
Act5C	CG10177	16_I14	10_N15	0.43435330441748393
CG10177	SREBP	10_N15	09_B10	0.40049392734384964
CG10177	NijB	10_N15	05_M2	0.3800393830511901
Adgf-B	CG10185	16_M23	12_L3	0.41081928160977405
CG10185	gus	12_L3	07_J16	0.3788113410558632
CG10185	CG5787	12_L3	18_O16	0.3551124396881962
Argl	CG10189	06_C22	03_M9	0.3741891878366243
CG10189	CG17565	03_M9	07_E2	0.35255473754202266
CG10189	CG12746	03_M9	06_F16	0.3339446768009031
CG10205	srp	17_K24	17_A22	0.4664731790586602
CG10205	ND-ASHI	17_K24	16_J16	0.44823721315946036
CG10205	CG32710	17_K24	03_J11	0.4377051150373539
CG10232	CG11322	15_A15	09_G20	0.42075770195182566
CG10232	CG6462	15_A15	06_O18	0.41015076714539356
CG10232	CG3961	15_A15	17_L23	0.40373076667323377
CG1024	ttm50	03_D7	09_K10	0.40478577191354276
CG1024	CG31678	03_D7	05_A21	0.3901404781611014
CG1024	Nf-YA	03_D7	14_A21	0.38812199974933287
bap	CG10254	02_P15	01_H8	0.4125934724459464
CG10254	TyrRII	01_H8	03_F12	0.38939766971932366
CG10254	CG13308	01_H8	05_E2	0.3849122932896004
CG10257	ksh	05_A13	16_G22	0.5348455244427008
CG10257	CG14219	05_A13	08_I24	0.4298832868612492
CG10257	CG13857	05_A13	05_B9	0.4284311181893675
CG10265	Coq7	04_P1	04_P13	0.5022111227423298
CG10265	CG17904	04_P1	03_E23	0.47900866932442443
CG10265	TrxT	04_P1	01_G19	0.45334430878290755
CG10268	TBC1d7	06_G5	03_P7	0.44468145118086994
CG10268	CG6931	06_G5	06_E10	0.41465529459435846
CG10268	CG3568	06_G5	14_P13	0.37167489327505926
CG10280	CG13694	04_G16	12_M23	0.44029500598200433
abs	CG10280	13_P20	04_G16	0.3452575541915853
CG10280	CG31819	04_G16	03_N20	0.34278788671315447
CG10298	fbl	12_D8	13_L2	0.45232641131250767
CG10298	Charon	12_D8	03_L12	0.35863138513778264
CG10298	CG7997	12_D8	05_J16	0.3557845471644946
CG10300	Stacl	09_A12	09_A20	0.3940981595300414
CG10300	kibra	09_A12	07_B6	0.3707905405598666
CG10300	CG31525	09_A12	01_D5	0.35479432374094544
CG10311	Mst57Dc	05_H21	15_F17	0.3750892350264946
AlkB	CG10311	04_F3	05_H21	0.3729125412299081
CG10311	ovm	05_H21	05_L17	0.37077236002738073
CG10317	Ptr	05_G10	14_B6	0.38830245384301887
CG10317	TTLL6A	05_G10	11_P13	0.3514566853145084
CG10317	CG30495	05_G10	07_C22	0.3504416459040642
CG10341	CG34427	14_L12	02_O14	0.4066097095925706
CG10341	CG40635	14_L12	05_I19	0.39884554487147234
Brd8	CG10343	18_G14	04_D9	0.4055725986446965
CG10343	rdhB	04_D9	12_L12	0.3859387730827503
CG10343	LysRS	04_D9	01_A2	0.3829722790622635
CG10344	CG12717	05_M19	01_C1	0.41385323007380087
CG10344	CG9674	05_M19	04_M20	0.4088283850966393
CG10344	LManI	05_M19	03_I2	0.407378548513299
CG10345	CG11122	09_H3	16_C15	0.40869359777326786
CG10345	CG12290	09_H3	17_B13	0.3749274574610535
CG10345	Nckx30C	09_H3	11_D12	0.35568941574970236
CG10348	CG7606	18_J19	14_M5	0.35336872920352214
CG10348	CG2202	18_J19	17_A6	0.3380706455526572
CG10348	CG16890	18_J19	08_E19	0.3370073638498227
CG10353	Pgam5-2	08_N24	04_D16	0.5661058478105759
CG10353	Obp19c	08_N24	18_D17	0.5009600162220924
CG10353	CG13538	08_N24	04_A12	0.48868838746427024
CG10357	CG4661	17_H8	02_H10	0.47281442972090254
CG10357	zen	17_H8	12_E14	0.39319983846407985
CG10357	N	17_H8	18_E18	0.386076041049592
CG10359	fidipidine	12_N14	01_P24	0.44659214302136085
CG10359	tyn	12_N14	12_K19	0.4139252372490072
CG10359	unc-13	12_N14	11_B15	0.4052414580590118
CG10361	Nach	06_J11	06_J7	0.43129141517348646
CG10361	jim	06_J11	10_J5	0.4183293954540165
CG10361	topi	06_J11	09_N3	0.37944675516285853
CG10366	Or45b	02_L5	05_C18	0.4025576110682424
CG10366	Ssk	02_L5	02_D5	0.34574063750204126
CG10366	CG6414	02_L5	14_P12	0.34527903528227355
CG10383	hale	13_O16	13_C7	0.4887211912784553
CG10383	CG6216	13_O16	05_C14	0.43492793724125334
CG10383	CG2124	13_O16	11_D1	0.42452688787775716
CG10384	GC1	15_N2	13_K5	0.4177950037416116
CG10384	Cpr66Cb	15_N2	10_G18	0.3902144628717301
CG10384	CG16896	15_N2	19_C19	0.3591809017841438
CG10395	CG17118	03_D5	07_P1	0.4175494080438409
CG10395	CG7456	03_D5	14_E13	0.37805843428305363
CG10407	Traf-like	01_O2	01_L23	0.4058149273630045
CG10407	Lgr1	01_O2	11_J5	0.3706900517322921
CG10407	Toll-4	01_O2	05_I21	0.3470262517866261
CG10413	Cpr64Ac	01_A20	17_E5	0.41076623210413044
CG10413	eIF3f2	01_A20	02_J17	0.3882920969985488
CG10413	Smyd3	01_A20	11_B9	0.35897841290850036
CG10418	Prp31	13_B7	13_I4	0.6826598359469347
CG10418	LSm7	13_B7	15_L2	0.5830302911107752
CG10418	ncm	13_B7	08_B10	0.5758451717404411
CG10433	hng1	17_O16	10_L7	0.45321508930093674
CG10433	tub	17_O16	18_O12	0.445427889789073
CG10433	CG11417	17_O16	17_N19	0.4047182908673299
CG10435	CG15814	07_K17	09_C5	0.4382533367778839
CG10435	Plc21C	07_K17	07_I17	0.404731717192993
CG10435	LRP1	07_K17	06_H19	0.3762899269258921
CG10462	CG17514	10_K14	13_J10	0.45610456204776023
CG10462	CG5390	10_K14	06_C23	0.4434965876470543
CG10462	CG15169	10_K14	16_D23	0.4272510737900894
CG10467	Myo10A	17_L19	08_G12	0.4736763790436533
CG10467	Gpdh1	17_L19	17_K3	0.42373632365712777
CG10467	PAPLA1	17_L19	16_P23	0.4226616178964444
bru2	CG10469	05_B17	14_I1	0.36746289917029257
CG10469	LanB1	14_I1	13_M13	0.3615930707315878
CG10469	CG12576	14_I1	05_N22	0.35930994659916077
CG10477	CG11403	03_I8	11_K2	0.39210622775805876
CG10477	ph-p	03_I8	07_F14	0.3875828126184067
CG10477	Osi22	03_I8	10_E12	0.3860049989727349
CG10479	CG17669	07_K18	06_P21	0.3682597634132399
CG10479	CG14205	07_K18	12_G2	0.36796019025474647
CG10479	Lcp65Ag1	07_K18	08_K8	0.3654160542591705
CG10492	CNBP	18_G1	10_P6	0.5648265361523549
CG10492	corto	18_G1	12_L24	0.5070644555552604
CG10492	Odc1	18_G1	11_E19	0.4627359512886624
CG10510	CG15152	02_L17	12_N6	0.42518403387862985
CG10510	CG30089	02_L17	15_E6	0.41606835961099137
CG10510	DNApol-alpha50	02_L17	11_M2	0.3958067312870301
CG10512	RhoGAP54D	16_D15	10_N23	0.3170810949717155
CG10512	lncRNA:CR42850	16_D15	01_B3	0.31053121235333814
CG10512	CG6425	16_D15	04_I8	0.304304425346871
CG10513	CG34201	14_I18	15_E3	0.39924326407057864
CG10513	rdgC	14_I18	17_C15	0.38297913188044586
CG10513	Ubi-p63E	14_I18	10_B3	0.37656759451444566
CG10516	cv	10_O24	09_C16	0.46831660557765886
CG10516	mbm	10_O24	14_O20	0.4482611168228541
CG10516	Octbeta1R	10_O24	06_P5	0.40185356279372836
CG10543	pic	05_H3	19_P18	0.44417219700022154
CG10543	Prosalpha4	05_H3	09_K17	0.44161117766871344
CG10543	CG13587	05_H3	02_H9	0.430048543506036
CG10555	CG17683	02_N7	14_D22	0.5823428523976953
CG10555	rush	02_N7	18_G9	0.567320101790935
Calr	CG10555	06_I8	02_N7	0.5361756556091045
CG10560	CG15185	07_G8	17_F1	0.4198652533763683
CG10560	CG34367	07_G8	02_N16	0.36740645531937743
CG10560	Rac2	07_G8	06_E14	0.3405228079922785
CG10570	mt:ND2	05_O10	09_K7	0.4127671817424297
CG10570	Lcp65Ag2	05_O10	04_I19	0.39031938774657293
CG10570	CG17078	05_O10	04_A14	0.3867755044447131
CG10581	CG32845	11_J23	10_I19	0.38806343814226285
CG10581	CG3342	11_J23	11_E7	0.3798655545541683
CG10581	SelD	11_J23	09_E12	0.377579407311256
CG10584	CG31205	08_B5	08_C23	0.48695391458504306
CG10584	Nbr	08_B5	18_E5	0.39468959003456555
CG10584	CG6262	08_B5	04_F13	0.3838223801303857
CG10588	CG31550	06_I7	11_F19	0.40018828734012424
CG10588	Syn2	06_I7	08_E11	0.39184324732122533
CG10588	Pfdn1	06_I7	02_E22	0.38814562253783785
CG10602	CG14237	17_L11	10_G19	0.42161581795710357
CG10602	verm	17_L11	05_P23	0.42023308406652793
CG10602	CG31464	17_L11	15_I10	0.4035399939148763
CG10616	Tsr1	15_A12	01_G17	0.3957898384628166
CG10616	Spt3	15_A12	06_P8	0.36013689895087964
CG10616	Fie	15_A12	02_O16	0.32547288382675765
CG10621	CG8958	13_J16	13_K6	0.49523396947891307
CG10621	CG8191	13_J16	04_N5	0.46005159326984085
CG10621	CG32201	13_J16	02_P23	0.4477163043082852
CG10650	Pcyt1	05_J9	03_N13	0.44035186073856725
CG10650	CG17855	05_J9	17_B18	0.4314367921268914
CG10650	mRpL44	05_J9	10_O6	0.4187752800992554
CG10651	P58IPK	01_G15	11_L1	0.421996121899964
CG10651	Ret	01_G15	14_N14	0.4079110801370185
CG10669	CG11382	01_J4	04_K23	0.4558383568076377
CG10669	CG3857	01_J4	13_N1	0.4332094948591454
CG10669	CG11737	01_J4	04_L2	0.407882075509965
CG10674	RapGAP1	06_P23	19_A1	0.6451415996798725
CG10674	CG13500	06_P23	16_N22	0.5692047777041125
CG10674	OtopLc	06_P23	06_B23	0.559935080578843
CG10680	CG3776	14_P5	08_G15	0.43842061125853576
CG10680	CG5618	14_P5	13_K10	0.41996108330683307
CG10680	Egfr	14_P5	11_A4	0.4050250062792019
CG10710	vlc	08_L14	14_B19	0.4555980169924376
CG10710	Hsp60B	08_L14	01_B16	0.42129997873428976
CG10710	CG42851	08_L14	15_F15	0.4194324256855931
Bap60	CG10713	18_M15	17_M20	0.4390801223427649
CG10713	Vha16-4	17_M20	19_M23	0.4255158230167471
CG10713	CG13541	17_M20	05_N15	0.40289824235274435
CG10747	CG7252	09_C14	08_F10	0.42844574846156097
CG10747	CHORD	09_C14	16_M20	0.39252080395751693
CG10747	Naxe	09_C14	08_K17	0.37887569966600954
CG10748	CG42450	10_P1	10_P18	0.4950370099607614
CG10748	mtDNA-helicase	10_P1	19_F23	0.4415928230452733
CG10748	CG1418	10_P1	12_B10	0.40614564878111753
CG1074	CG12420	06_E3	03_J10	0.4344275056109873
CG1074	CG11085	06_E3	12_P16	0.42789763774872425
CG1074	mwh	06_E3	06_I24	0.42783124298360575
CG10761	na	17_P2	11_C24	0.48680930997625316
CG10761	CG14720	17_P2	17_O2	0.45268230554388567
CG10761	side-VIII	17_P2	14_K24	0.4173743967073044
CG10764	hob	10_E19	07_O23	0.3919714030972252
CG10764	CG3740	10_E19	01_A6	0.386940257478646
btv	CG10764	12_D11	10_E19	0.37034910169899127
CG10778	crp	14_D15	06_L20	0.4513238251819731
CG10778	Tango14	14_D15	05_O15	0.44575624486105303
CG10778	upd3	14_D15	04_I10	0.4190464066973798
CG1077	Tnpo-SR	07_P21	07_P23	0.4667534565997209
CG1077	CG18731	07_P21	05_N3	0.4528296341432958
CG1077	CG13473	07_P21	07_P20	0.3903205133760834
CG10795	CG42342	01_M13	01_O7	0.3886368650302769
CG10795	Sec31	01_M13	01_P10	0.3841091403497618
CG10795	CG31849	01_M13	01_P12	0.3695852653937718
CG10799	CG31079	14_N9	12_I11	0.45950841244502916
CG10799	Nna1	14_N9	05_N20	0.4049233377953816
CG10799	CG9527	14_N9	13_B4	0.40129370009115384
CG10809	CG14573	06_F19	05_D5	0.42740960471464534
CG10809	CG42658	06_F19	19_C5	0.4185052185098925
CG10809	CG32461	06_F19	07_I22	0.3847094861555797
CG10822	D19A	17_F24	17_E24	0.5172860454394616
CG10822	Lk6	17_F24	17_J24	0.46531377663132756
CG10822	Tgi	17_F24	17_O24	0.44871755186449425
CG10834	RpS17	18_N10	07_M7	0.41820926993713015
CG10834	CG14757	18_N10	13_M16	0.41234793295038485
CG10834	CG13931	18_N10	10_O15	0.4032178421089662
CG10839	CG31464	17_L8	15_I10	0.4155063378810915
CG10839	sut2	17_L8	16_I17	0.40673013332160973
CG10839	CG8646	17_L8	16_M22	0.3963070435633025
CG10841	TTLL3B	07_M8	05_K22	0.4253953250323759
CG10841	CG32750	07_M8	18_H14	0.39006015508354014
CG10841	Mst89B	07_M8	01_L11	0.3760434673525616
CG10853	CG11147	10_O1	02_B8	0.40283584761374075
CG10853	Rbp4	10_O1	07_D1	0.3816327195903064
CG10853	CG9992	10_O1	18_F11	0.3735896408669101
CG10859	lncRNA:CR43146	05_F13	02_H18	0.4185494103990478
CG10859	SLIRP1	05_F13	01_O3	0.4153742711748452
CG10859	CG34382	05_F13	19_O5	0.3944915015452389
CG10863	Rbf2	10_I5	09_M2	0.40992308128735006
CG10863	CG11902	10_I5	10_J7	0.3989849820560847
CG10863	RpS16	10_I5	04_P8	0.3966752986948274
CG10866	Shab	03_M24	02_O18	0.4085973879520954
CG10866	PIG-X	03_M24	03_O19	0.38922432195717843
CG10866	nompC	03_M24	12_F15	0.38684974792903615
CG10874	GC2	01_A12	01_A14	0.529291118020502
CG10874	st	01_A12	01_A15	0.5127160334200831
CG10874	Obp19c	01_A12	18_D17	0.5059975684231129
CG10877	egl	08_P10	10_I8	0.4320093386304813
CG10877	jagn	08_P10	08_O8	0.4038238461629642
CG10877	CG4872	08_P10	18_N1	0.3719190791180135
CG10880	RapGAP1	15_A3	19_A1	0.5284707922398029
CG10880	solo	15_A3	19_A23	0.45090628310834163
CG10880	Gr58b	15_A3	19_L1	0.4360707018983876
CG10887	lawc	17_B2	10_C11	0.5171459263254671
CG10887	CG11370	17_B2	16_O24	0.5158916833795798
CG10887	CG13155	17_B2	07_O14	0.5073714200233332
CG10898	Myo81F	07_A23	12_A6	0.4278034115385266
CG10898	eIF4H2	07_A23	01_G14	0.4124177581016535
CG10898	trio	07_A23	07_A24	0.4024731786592399
CG10903	CG4866	13_H18	04_F24	0.5560924732969493
CG10903	CG9799	13_H18	13_O2	0.5477445295035347
CG10903	CG5800	13_H18	17_G14	0.5432421110131096
CG10904	eEF1alpha2	01_P11	14_N18	0.38025133580599907
CG10904	Taf5	01_P11	19_J17	0.3714122405850188
CG10904	Gcn2	01_P11	16_I24	0.3700653376276162
CG10912	Gp210	15_F9	06_J17	0.384940971255018
CG10912	CG7276	15_F9	11_C6	0.37774720237111026
CG10912	Cyp4ad1	15_F9	03_E2	0.363063178161574
CG10915	cv	13_B14	09_C16	0.47811429002491945
CG10915	Debcl	13_B14	01_B10	0.4777561852588633
CG10915	CG18662	13_B14	16_A11	0.44065889333903624
CG10927	Cp7Fc	01_I1	16_D17	0.40195438492032126
Art6	CG10927	13_G19	01_I1	0.3879787671037687
CG10927	CG31717	01_I1	12_B6	0.3613740635278483
CG1092	CG32201	05_P11	02_P23	0.43382711435086324
CG1092	Rab19	05_P11	04_D3	0.40589378638602447
CG1092	spidey	05_P11	03_L17	0.39119102782756776
CG10931	CG5116	15_L6	14_F1	0.3984379359228963
CG10931	CG15262	15_L6	05_J19	0.33778395586105336
CG10931	CG8072	15_L6	09_A6	0.32668870245123305
CG10932	Ir41a	03_D3	17_P15	0.4457155006805263
CG10932	Orc3	03_D3	06_M3	0.44509248065172563
CG10932	CG9083	03_D3	03_H8	0.4110975887207677
CG10934	CG17904	19_D10	03_E23	0.4398063649273384
CG10934	CG15219	19_D10	17_G5	0.4098930502527452
CG10948	Orcokinin	01_C18	01_B15	0.467424120301604
CG10948	eIF4H2	01_C18	01_G14	0.45484958969113176
CG10948	CG5783	01_C18	12_L9	0.45384085475812125
CG10949	CG43111	10_K11	04_C22	0.4348156559846372
CG10949	Tsp5D	10_K11	07_J2	0.4021497275201396
CG10949	pb	10_K11	08_O11	0.39713657898160387
CG10950	CG43292	01_F1	19_L11	0.4734566169316927
CG10950	Hr83	01_F1	01_M10	0.4604917108863752
CG10950	CG1791	01_F1	10_O18	0.44924317589717055
CG10953	mIF2	12_A23	08_A3	0.3571744560427502
CG10953	CG3588	12_A23	13_A1	0.3561781309509614
CG10953	Msh6	12_A23	07_A1	0.3407974488269645
CG10979	CG31697	11_L3	17_P9	0.366664899849775
CG10979	Mpcp2	11_L3	12_H11	0.3623763799458517
CG10979	CG5027	11_L3	01_D12	0.34411397154798784
CG10984	STUB1	08_O14	16_A18	0.4232859613943724
CG10984	CG33080	08_O14	17_L6	0.41394165819032536
CG10984	tex	08_O14	17_K12	0.4085912005472721
CG10993	CG15772	12_J1	12_O24	0.5582054753096589
CG10993	fidipidine	12_J1	01_P24	0.5534560406738027
CG10993	st	12_J1	01_A15	0.5292336921954268
CG10996	CG7149	14_E9	14_E7	0.429971105379826
CG10996	fig	14_E9	12_K16	0.3894310193705269
CG10996	hale	14_E9	13_C7	0.377182714642415
CG11029	Pur-alpha	12_O18	10_J16	0.43543536740819727
CG11029	CG6179	12_O18	03_A7	0.3623826154883088
CG11029	Hr83	12_O18	01_M10	0.35593669690199076
CG11030	wapl	08_O1	06_P2	0.39206573799268507
CG11030	sicily	08_O1	06_A21	0.383006190538431
CG11030	CG15550	08_O1	10_C16	0.38191969000014786
CG11034	CG43111	13_O6	04_C22	0.38191707558174676
CG11034	CG8008	13_O6	13_P5	0.3695802019624839
CG11034	CG6330	13_O6	13_I15	0.35971350392138735
CG11035	CG12338	13_M15	06_L9	0.3620368889567722
CG11035	CG34029	13_M15	03_H11	0.35400163828820536
CG11035	snoRNA:Me18S-A1576	13_M15	14_M14	0.3530094698465962
CG11037	IM4	15_L16	06_I16	0.42629789755837016
CG11037	CG34442	15_L16	07_J17	0.422091577414158
CG11037	Inx7	15_L16	12_E23	0.42007041190529065
CG11041	CG7860	03_J13	02_C13	0.42976924738198624
CG11041	CG13038	03_J13	19_B6	0.42948814488588016
CG11041	lectin-37Da	03_J13	05_M23	0.42254763290017433
CG11050	CG42500	06_D17	04_C16	0.41801365265260954
CG11050	CG30288	06_D17	04_A11	0.38769917077494614
CG11068	Fip1	12_C9	11_C7	0.42207147680786034
CaMKI	CG11068	07_O7	12_C9	0.3614170845929345
CG11068	Cpr72Eb	12_C9	03_H21	0.3387281767535545
CG11076	CG4849	17_N18	09_E9	0.3608962438687981
CG11076	l(1)G0193	17_N18	18_P16	0.348695788658784
CG11076	Spn28Db	17_N18	15_J10	0.3283808940826894
CG11085	CG3356	12_P16	12_B12	0.426105777861028
CG11085	CG7011	12_P16	11_O20	0.40155838159351215
CG11089	Sptr	04_D12	06_M7	0.4262040011392937
CG11089	Odc1	04_D12	11_E19	0.3993427619806035
CG11089	CG13585	04_D12	03_K2	0.39280258291511233
CG11095	scat	11_D7	09_J13	0.4188603070425934
CG11095	PIG-X	11_D7	03_O19	0.4002954643055999
CG11095	Vps53	11_D7	09_I19	0.387751916396583
CG11099	CG4393	11_N17	18_B22	0.3829311481004851
CG11099	CG31286	11_N17	16_N11	0.37105820407763707
Ada1-2	CG11099	01_E3	11_N17	0.3390146185178742
CG11109	eIF4E5	08_J23	11_A14	0.4847197835780941
CG11109	CG31643	08_J23	18_L17	0.3884414466383265
CG11109	Dic4	08_J23	10_P13	0.3735331536230512
CG11112	corto	13_E22	12_L24	0.4530566952097481
CG11112	CG12289	13_E22	03_K8	0.40918526153230095
CG11112	Gclm	13_E22	09_J16	0.38196965300898406
CG11113	DPCoAC	07_K10	04_B16	0.4750965448721459
CG11113	CG5715	07_K10	18_B14	0.4544621535088484
Bx	CG11122	11_I4	16_C15	0.5548536996845568
CG11122	JIL-1	16_C15	10_J1	0.49924826781625303
CG11122	Mipp2	16_C15	09_G10	0.45783872333281006
CG11145	CG14262	01_O10	04_O5	0.48853482511460544
CG11145	DPCoAC	01_O10	04_B16	0.4879650875215597
CG11145	CG13001	01_O10	18_J12	0.47478797418549246
CG11147	DPCoAC	02_B8	04_B16	0.4216949717466854
CG11147	CG15403	02_B8	01_C19	0.40320980771863985
CG11155	Mst98Ca	11_J21	11_G13	0.4274767937152498
